model,model_display,params,accuracy_mean,accuracy_std,f1_mean,f1_std
ss_head,SpatialSpectral-Head,36604,47.474929202065624,18.331406704563452,0.456074860092843,0.19400595105014695
ss_cfc,SpatialSpectral-CfC,125372,42.05397301349325,14.49878670588864,0.39771056819612105,0.15974651139539592
