variant,accuracy_mean,accuracy_std,f1_mean,f1_std
euclidean_alignment,47.89737654320987,13.140493123603251,0.47330064527086857,0.13559449937941243
standard,34.16280864197531,6.357449356123268,0.277755456336766,0.0754417625364656
