model,model_display,true_label,pred_label,count,row_normalized
hybrid_cfc,Hybrid-CfC-style,tongue,left_hand,123,0.18981481481481483
hybrid_cfc,Hybrid-CfC-style,tongue,right_hand,92,0.1419753086419753
hybrid_cfc,Hybrid-CfC-style,tongue,feet,128,0.19753086419753085
hybrid_cfc,Hybrid-CfC-style,tongue,tongue,305,0.470679012345679
cfc,CfC-style,left_hand,left_hand,345,0.5324074074074074
cfc,CfC-style,left_hand,right_hand,84,0.12962962962962962
cfc,CfC-style,left_hand,feet,124,0.19135802469135801
cfc,CfC-style,left_hand,tongue,95,0.14660493827160495
cfc,CfC-style,right_hand,left_hand,179,0.2762345679012346
cfc,CfC-style,right_hand,right_hand,213,0.3287037037037037
cfc,CfC-style,right_hand,feet,126,0.19444444444444445
cfc,CfC-style,right_hand,tongue,130,0.2006172839506173
cfc,CfC-style,feet,left_hand,123,0.18981481481481483
cfc,CfC-style,feet,right_hand,57,0.08796296296296297
cfc,CfC-style,feet,feet,193,0.2978395061728395
cfc,CfC-style,feet,tongue,275,0.4243827160493827
cfc,CfC-style,tongue,left_hand,91,0.1404320987654321
cfc,CfC-style,tongue,right_hand,43,0.06635802469135803
cfc,CfC-style,tongue,feet,119,0.18364197530864199
cfc,CfC-style,tongue,tongue,395,0.6095679012345679
lstm,LSTM,left_hand,left_hand,202,0.3117283950617284
lstm,LSTM,left_hand,right_hand,217,0.33487654320987653
lstm,LSTM,left_hand,feet,130,0.2006172839506173
lstm,LSTM,left_hand,tongue,99,0.1527777777777778
lstm,LSTM,right_hand,left_hand,146,0.22530864197530864
lstm,LSTM,right_hand,right_hand,298,0.45987654320987653
lstm,LSTM,right_hand,feet,89,0.13734567901234568
lstm,LSTM,right_hand,tongue,115,0.17746913580246915
lstm,LSTM,feet,left_hand,79,0.12191358024691358
lstm,LSTM,feet,right_hand,164,0.25308641975308643
lstm,LSTM,feet,feet,152,0.2345679012345679
lstm,LSTM,feet,tongue,253,0.3904320987654321
lstm,LSTM,tongue,left_hand,52,0.08024691358024691
lstm,LSTM,tongue,right_hand,148,0.22839506172839505
lstm,LSTM,tongue,feet,100,0.15432098765432098
lstm,LSTM,tongue,tongue,348,0.5370370370370371
