subject,model,model_display,class_name,f1
6,lstm,LSTM,tongue,0.3025830258302583
6,riemann_tslr,Riemann-TSLR,left_hand,0.528169014084507
6,riemann_tslr,Riemann-TSLR,right_hand,0.5353159851301115
6,riemann_tslr,Riemann-TSLR,feet,0.5733333333333334
6,riemann_tslr,Riemann-TSLR,tongue,0.5551839464882943
6,shallow_convnet,Shallow ConvNet,left_hand,0.5133333333333333
6,shallow_convnet,Shallow ConvNet,right_hand,0.4444444444444444
6,shallow_convnet,Shallow ConvNet,feet,0.4876325088339223
6,shallow_convnet,Shallow ConvNet,tongue,0.4689655172413793
6,tiny_transformer,Tiny-Transformer,left_hand,0.47293447293447294
6,tiny_transformer,Tiny-Transformer,right_hand,0.32340425531914896
6,tiny_transformer,Tiny-Transformer,feet,0.38235294117647056
6,tiny_transformer,Tiny-Transformer,tongue,0.29931972789115646
7,cfc,CfC-style,left_hand,0.4300341296928328
7,cfc,CfC-style,right_hand,0.3515625
7,cfc,CfC-style,feet,0.4339622641509434
7,cfc,CfC-style,tongue,0.5754385964912281
7,eegnet,EEGNet,left_hand,0.4713375796178344
7,eegnet,EEGNet,right_hand,0.44363636363636366
7,eegnet,EEGNet,feet,0.41767068273092367
7,eegnet,EEGNet,tongue,0.6624203821656051
7,hybrid_cfc,Hybrid-CfC-style,left_hand,0.4850498338870432
7,hybrid_cfc,Hybrid-CfC-style,right_hand,0.4280701754385965
7,hybrid_cfc,Hybrid-CfC-style,feet,0.6188925081433225
7,hybrid_cfc,Hybrid-CfC-style,tongue,0.6486486486486487
7,lstm,LSTM,left_hand,0.39669421487603307
7,lstm,LSTM,right_hand,0.24066390041493776
7,lstm,LSTM,feet,0.13930348258706468
7,lstm,LSTM,tongue,0.5763688760806917
7,riemann_tslr,Riemann-TSLR,left_hand,0.6898954703832753
7,riemann_tslr,Riemann-TSLR,right_hand,0.7030716723549488
7,riemann_tslr,Riemann-TSLR,feet,0.7793103448275862
7,riemann_tslr,Riemann-TSLR,tongue,0.7872340425531915
7,shallow_convnet,Shallow ConvNet,left_hand,0.7117437722419929
7,shallow_convnet,Shallow ConvNet,right_hand,0.726027397260274
7,shallow_convnet,Shallow ConvNet,feet,0.8417508417508418
7,shallow_convnet,Shallow ConvNet,tongue,0.8226950354609929
7,tiny_transformer,Tiny-Transformer,left_hand,0.44816053511705684
7,tiny_transformer,Tiny-Transformer,right_hand,0.33191489361702126
7,tiny_transformer,Tiny-Transformer,feet,0.5741935483870968
7,tiny_transformer,Tiny-Transformer,tongue,0.6753246753246753
8,cfc,CfC-style,left_hand,0.7526132404181185
8,cfc,CfC-style,right_hand,0.7285714285714285
8,cfc,CfC-style,feet,0.48091603053435117
8,cfc,CfC-style,tongue,0.6873065015479877
8,eegnet,EEGNet,left_hand,0.7522388059701492
8,eegnet,EEGNet,right_hand,0.7619047619047619
8,eegnet,EEGNet,feet,0.4641350210970464
8,eegnet,EEGNet,tongue,0.7622377622377622
8,hybrid_cfc,Hybrid-CfC-style,left_hand,0.7535211267605634
8,hybrid_cfc,Hybrid-CfC-style,right_hand,0.825503355704698
8,hybrid_cfc,Hybrid-CfC-style,feet,0.6185567010309279
8,hybrid_cfc,Hybrid-CfC-style,tongue,0.7670250896057348
8,lstm,LSTM,left_hand,0.6582278481012658
8,lstm,LSTM,right_hand,0.6058394160583942
8,lstm,LSTM,feet,0.3271375464684015
8,lstm,LSTM,tongue,0.6279863481228669
8,riemann_tslr,Riemann-TSLR,left_hand,0.8701754385964913
8,riemann_tslr,Riemann-TSLR,right_hand,0.8210526315789474
8,riemann_tslr,Riemann-TSLR,feet,0.7903780068728522
8,riemann_tslr,Riemann-TSLR,tongue,0.872852233676976
8,shallow_convnet,Shallow ConvNet,left_hand,0.872852233676976
8,shallow_convnet,Shallow ConvNet,right_hand,0.8263888888888888
8,shallow_convnet,Shallow ConvNet,feet,0.7304964539007093
8,shallow_convnet,Shallow ConvNet,tongue,0.8247422680412371
8,tiny_transformer,Tiny-Transformer,left_hand,0.7326007326007326
8,tiny_transformer,Tiny-Transformer,right_hand,0.7255520504731862
8,tiny_transformer,Tiny-Transformer,feet,0.5152542372881356
8,tiny_transformer,Tiny-Transformer,tongue,0.6591760299625468
9,cfc,CfC-style,left_hand,0.7899686520376176
9,cfc,CfC-style,right_hand,0.5323741007194245
9,cfc,CfC-style,feet,0.4555984555984556
9,cfc,CfC-style,tongue,0.6959459459459459
9,eegnet,EEGNet,left_hand,0.8338368580060423
9,eegnet,EEGNet,right_hand,0.63003663003663
9,eegnet,EEGNet,feet,0.5625
9,eegnet,EEGNet,tongue,0.7716049382716049
9,hybrid_cfc,Hybrid-CfC-style,left_hand,0.8506493506493507
9,hybrid_cfc,Hybrid-CfC-style,right_hand,0.5483870967741935
9,hybrid_cfc,Hybrid-CfC-style,feet,0.43103448275862066
9,hybrid_cfc,Hybrid-CfC-style,tongue,0.7682119205298014
9,lstm,LSTM,left_hand,0.5565217391304348
9,lstm,LSTM,right_hand,0.3282442748091603
9,lstm,LSTM,feet,0.21145374449339208
9,lstm,LSTM,tongue,0.6666666666666666
9,riemann_tslr,Riemann-TSLR,left_hand,0.698961937716263
9,riemann_tslr,Riemann-TSLR,right_hand,0.6013986013986014
9,riemann_tslr,Riemann-TSLR,feet,0.662020905923345
9,riemann_tslr,Riemann-TSLR,tongue,0.8068965517241379
9,shallow_convnet,Shallow ConvNet,left_hand,0.8979591836734694
9,shallow_convnet,Shallow ConvNet,right_hand,0.7123287671232876
9,shallow_convnet,Shallow ConvNet,feet,0.7816901408450704
9,shallow_convnet,Shallow ConvNet,tongue,0.8439716312056738
9,tiny_transformer,Tiny-Transformer,left_hand,0.7774086378737541
9,tiny_transformer,Tiny-Transformer,right_hand,0.5441176470588235
9,tiny_transformer,Tiny-Transformer,feet,0.5234375
9,tiny_transformer,Tiny-Transformer,tongue,0.6996904024767802
