model,model_display,true_label,pred_label,count,row_normalized
cfc,CfC-style,tongue,tongue,734,0.566358024691358
lstm,LSTM,left_hand,left_hand,609,0.4699074074074074
lstm,LSTM,left_hand,right_hand,295,0.22762345679012347
lstm,LSTM,left_hand,feet,229,0.17669753086419754
lstm,LSTM,left_hand,tongue,163,0.1257716049382716
lstm,LSTM,right_hand,left_hand,317,0.24459876543209877
lstm,LSTM,right_hand,right_hand,545,0.42052469135802467
lstm,LSTM,right_hand,feet,220,0.1697530864197531
lstm,LSTM,right_hand,tongue,214,0.16512345679012347
lstm,LSTM,feet,left_hand,271,0.20910493827160495
lstm,LSTM,feet,right_hand,253,0.19521604938271606
lstm,LSTM,feet,feet,431,0.3325617283950617
lstm,LSTM,feet,tongue,341,0.2631172839506173
lstm,LSTM,tongue,left_hand,136,0.10493827160493827
lstm,LSTM,tongue,right_hand,174,0.13425925925925927
lstm,LSTM,tongue,feet,324,0.25
lstm,LSTM,tongue,tongue,662,0.5108024691358025
tiny_transformer,Tiny-Transformer,left_hand,left_hand,661,0.5100308641975309
tiny_transformer,Tiny-Transformer,left_hand,right_hand,298,0.22993827160493827
tiny_transformer,Tiny-Transformer,left_hand,feet,187,0.14429012345679013
tiny_transformer,Tiny-Transformer,left_hand,tongue,150,0.11574074074074074
tiny_transformer,Tiny-Transformer,right_hand,left_hand,235,0.18132716049382716
tiny_transformer,Tiny-Transformer,right_hand,right_hand,708,0.5462962962962963
tiny_transformer,Tiny-Transformer,right_hand,feet,181,0.1396604938271605
tiny_transformer,Tiny-Transformer,right_hand,tongue,172,0.13271604938271606
tiny_transformer,Tiny-Transformer,feet,left_hand,155,0.11959876543209877
tiny_transformer,Tiny-Transformer,feet,right_hand,231,0.17824074074074073
tiny_transformer,Tiny-Transformer,feet,feet,583,0.4498456790123457
tiny_transformer,Tiny-Transformer,feet,tongue,327,0.2523148148148148
tiny_transformer,Tiny-Transformer,tongue,left_hand,102,0.0787037037037037
tiny_transformer,Tiny-Transformer,tongue,right_hand,183,0.1412037037037037
tiny_transformer,Tiny-Transformer,tongue,feet,246,0.18981481481481483
tiny_transformer,Tiny-Transformer,tongue,tongue,765,0.5902777777777778
