subject,model,model_display,class_name,f1
4,hybrid_cfc,Hybrid-CfC-style,right_hand,0.3825503355704698
4,hybrid_cfc,Hybrid-CfC-style,feet,0.2698412698412698
4,hybrid_cfc,Hybrid-CfC-style,tongue,0.3382352941176471
4,lstm,LSTM,left_hand,0.43859649122807015
4,lstm,LSTM,right_hand,0.2096069868995633
4,lstm,LSTM,feet,0.38127090301003347
4,lstm,LSTM,tongue,0.375886524822695
4,riemann_tslr,Riemann-TSLR,left_hand,0.6549295774647887
4,riemann_tslr,Riemann-TSLR,right_hand,0.6433566433566433
4,riemann_tslr,Riemann-TSLR,feet,0.6851211072664359
4,riemann_tslr,Riemann-TSLR,tongue,0.6348122866894198
4,shallow_convnet,Shallow ConvNet,left_hand,0.6388888888888888
4,shallow_convnet,Shallow ConvNet,right_hand,0.6620689655172414
4,shallow_convnet,Shallow ConvNet,feet,0.6714285714285714
4,shallow_convnet,Shallow ConvNet,tongue,0.6938775510204082
4,tiny_transformer,Tiny-Transformer,left_hand,0.5049833887043189
4,tiny_transformer,Tiny-Transformer,right_hand,0.42657342657342656
4,tiny_transformer,Tiny-Transformer,feet,0.38022813688212925
4,tiny_transformer,Tiny-Transformer,tongue,0.4370860927152318
5,cfc,CfC-style,left_hand,0.4
5,cfc,CfC-style,right_hand,0.20168067226890757
5,cfc,CfC-style,feet,0.3197278911564626
5,cfc,CfC-style,tongue,0.39375
5,eegnet,EEGNet,left_hand,0.24817518248175183
5,eegnet,EEGNet,right_hand,0.21138211382113822
5,eegnet,EEGNet,feet,0.2037735849056604
5,eegnet,EEGNet,tongue,0.33242506811989103
5,hybrid_cfc,Hybrid-CfC-style,left_hand,0.2828282828282828
5,hybrid_cfc,Hybrid-CfC-style,right_hand,0.2222222222222222
5,hybrid_cfc,Hybrid-CfC-style,feet,0.31007751937984496
5,hybrid_cfc,Hybrid-CfC-style,tongue,0.16666666666666666
5,lstm,LSTM,left_hand,0.27586206896551724
5,lstm,LSTM,right_hand,0.33220338983050846
5,lstm,LSTM,feet,0.27692307692307694
5,lstm,LSTM,tongue,0.30996309963099633
5,riemann_tslr,Riemann-TSLR,left_hand,0.4166666666666667
5,riemann_tslr,Riemann-TSLR,right_hand,0.40404040404040403
5,riemann_tslr,Riemann-TSLR,feet,0.41379310344827586
5,riemann_tslr,Riemann-TSLR,tongue,0.4548736462093863
5,shallow_convnet,Shallow ConvNet,left_hand,0.348993288590604
5,shallow_convnet,Shallow ConvNet,right_hand,0.3972602739726027
5,shallow_convnet,Shallow ConvNet,feet,0.26373626373626374
5,shallow_convnet,Shallow ConvNet,tongue,0.41522491349480967
5,tiny_transformer,Tiny-Transformer,left_hand,0.2288135593220339
5,tiny_transformer,Tiny-Transformer,right_hand,0.3333333333333333
5,tiny_transformer,Tiny-Transformer,feet,0.21455938697318008
5,tiny_transformer,Tiny-Transformer,tongue,0.36482084690553745
6,cfc,CfC-style,left_hand,0.44505494505494503
6,cfc,CfC-style,right_hand,0.2857142857142857
6,cfc,CfC-style,feet,0.3882783882783883
6,cfc,CfC-style,tongue,0.3249097472924188
6,eegnet,EEGNet,left_hand,0.4619883040935672
6,eegnet,EEGNet,right_hand,0.22707423580786026
6,eegnet,EEGNet,feet,0.4429530201342282
6,eegnet,EEGNet,tongue,0.42402826855123676
6,hybrid_cfc,Hybrid-CfC-style,left_hand,0.3575757575757576
6,hybrid_cfc,Hybrid-CfC-style,right_hand,0.2916666666666667
6,hybrid_cfc,Hybrid-CfC-style,feet,0.2826086956521739
6,hybrid_cfc,Hybrid-CfC-style,tongue,0.31007751937984496
6,lstm,LSTM,left_hand,0.3333333333333333
6,lstm,LSTM,right_hand,0.27309236947791166
6,lstm,LSTM,feet,0.3951367781155015
6,lstm,LSTM,tongue,0.34265734265734266
6,riemann_tslr,Riemann-TSLR,left_hand,0.6122448979591837
6,riemann_tslr,Riemann-TSLR,right_hand,0.5454545454545454
6,riemann_tslr,Riemann-TSLR,feet,0.5159010600706714
6,riemann_tslr,Riemann-TSLR,tongue,0.5536332179930796
6,shallow_convnet,Shallow ConvNet,left_hand,0.5874125874125874
6,shallow_convnet,Shallow ConvNet,right_hand,0.5083612040133779
6,shallow_convnet,Shallow ConvNet,feet,0.5773195876288659
6,shallow_convnet,Shallow ConvNet,tongue,0.5797101449275363
6,tiny_transformer,Tiny-Transformer,left_hand,0.43448275862068964
6,tiny_transformer,Tiny-Transformer,right_hand,0.3771043771043771
6,tiny_transformer,Tiny-Transformer,feet,0.37209302325581395
6,tiny_transformer,Tiny-Transformer,tongue,0.3409090909090909
7,cfc,CfC-style,left_hand,0.3682008368200837
7,cfc,CfC-style,right_hand,0.4735202492211838
7,cfc,CfC-style,feet,0.5524475524475524
7,cfc,CfC-style,tongue,0.6862745098039216
7,eegnet,EEGNet,left_hand,0.3787878787878788
7,eegnet,EEGNet,right_hand,0.5634674922600619
7,eegnet,EEGNet,feet,0.5714285714285714
7,eegnet,EEGNet,tongue,0.7123287671232876
7,hybrid_cfc,Hybrid-CfC-style,left_hand,0.43205574912891986
7,hybrid_cfc,Hybrid-CfC-style,right_hand,0.5017182130584192
7,hybrid_cfc,Hybrid-CfC-style,feet,0.6188925081433225
7,hybrid_cfc,Hybrid-CfC-style,tongue,0.6816479400749064
7,lstm,LSTM,left_hand,0.3785488958990536
7,lstm,LSTM,right_hand,0.2723404255319149
7,lstm,LSTM,feet,0.17777777777777778
7,lstm,LSTM,tongue,0.528
7,riemann_tslr,Riemann-TSLR,left_hand,0.7157894736842105
7,riemann_tslr,Riemann-TSLR,right_hand,0.7379310344827587
7,riemann_tslr,Riemann-TSLR,feet,0.8098591549295775
7,riemann_tslr,Riemann-TSLR,tongue,0.7918088737201365
7,shallow_convnet,Shallow ConvNet,left_hand,0.7481481481481481
7,shallow_convnet,Shallow ConvNet,right_hand,0.7840531561461794
7,shallow_convnet,Shallow ConvNet,feet,0.8551724137931035
7,shallow_convnet,Shallow ConvNet,tongue,0.852233676975945
7,tiny_transformer,Tiny-Transformer,left_hand,0.4788732394366197
7,tiny_transformer,Tiny-Transformer,right_hand,0.4874551971326165
7,tiny_transformer,Tiny-Transformer,feet,0.6174496644295302
7,tiny_transformer,Tiny-Transformer,tongue,0.6872852233676976
8,cfc,CfC-style,left_hand,0.7291666666666666
8,cfc,CfC-style,right_hand,0.754325259515571
8,cfc,CfC-style,feet,0.49640287769784175
8,cfc,CfC-style,tongue,0.7205387205387206
8,eegnet,EEGNet,left_hand,0.7333333333333333
8,eegnet,EEGNet,right_hand,0.7676767676767676
8,eegnet,EEGNet,feet,0.5
8,eegnet,EEGNet,tongue,0.7929824561403509
8,hybrid_cfc,Hybrid-CfC-style,left_hand,0.7581699346405228
8,hybrid_cfc,Hybrid-CfC-style,right_hand,0.815068493150685
8,hybrid_cfc,Hybrid-CfC-style,feet,0.5869565217391305
8,hybrid_cfc,Hybrid-CfC-style,tongue,0.762589928057554
8,lstm,LSTM,left_hand,0.6549295774647887
8,lstm,LSTM,right_hand,0.5951557093425606
8,lstm,LSTM,feet,0.3404255319148936
8,lstm,LSTM,tongue,0.632996632996633
8,riemann_tslr,Riemann-TSLR,left_hand,0.8268551236749117
8,riemann_tslr,Riemann-TSLR,right_hand,0.8327402135231317
8,riemann_tslr,Riemann-TSLR,feet,0.7959866220735786
8,riemann_tslr,Riemann-TSLR,tongue,0.8858131487889274
8,shallow_convnet,Shallow ConvNet,left_hand,0.8571428571428571
8,shallow_convnet,Shallow ConvNet,right_hand,0.852233676975945
8,shallow_convnet,Shallow ConvNet,feet,0.7071428571428572
8,shallow_convnet,Shallow ConvNet,tongue,0.8027210884353742
8,tiny_transformer,Tiny-Transformer,left_hand,0.7692307692307693
8,tiny_transformer,Tiny-Transformer,right_hand,0.7272727272727273
8,tiny_transformer,Tiny-Transformer,feet,0.4927536231884058
8,tiny_transformer,Tiny-Transformer,tongue,0.73992673992674
9,cfc,CfC-style,left_hand,0.8106312292358804
9,cfc,CfC-style,right_hand,0.5376344086021505
9,cfc,CfC-style,feet,0.4876325088339223
9,cfc,CfC-style,tongue,0.7058823529411765
9,eegnet,EEGNet,left_hand,0.8267477203647416
9,eegnet,EEGNet,right_hand,0.6742424242424242
9,eegnet,EEGNet,feet,0.7215686274509804
9,eegnet,EEGNet,tongue,0.8486842105263158
9,hybrid_cfc,Hybrid-CfC-style,left_hand,0.8767123287671232
9,hybrid_cfc,Hybrid-CfC-style,right_hand,0.6125
9,hybrid_cfc,Hybrid-CfC-style,feet,0.4860557768924303
9,hybrid_cfc,Hybrid-CfC-style,tongue,0.7750865051903114
9,lstm,LSTM,left_hand,0.6606060606060606
9,lstm,LSTM,right_hand,0.35714285714285715
9,lstm,LSTM,feet,0.34782608695652173
9,lstm,LSTM,tongue,0.7192429022082019
9,riemann_tslr,Riemann-TSLR,left_hand,0.7285223367697594
9,riemann_tslr,Riemann-TSLR,right_hand,0.6020761245674741
9,riemann_tslr,Riemann-TSLR,feet,0.6690140845070423
9,riemann_tslr,Riemann-TSLR,tongue,0.8194444444444444
9,shallow_convnet,Shallow ConvNet,left_hand,0.8813559322033898
9,shallow_convnet,Shallow ConvNet,right_hand,0.7087719298245614
9,shallow_convnet,Shallow ConvNet,feet,0.8098591549295775
9,shallow_convnet,Shallow ConvNet,tongue,0.8263888888888888
9,tiny_transformer,Tiny-Transformer,left_hand,0.7947019867549668
9,tiny_transformer,Tiny-Transformer,right_hand,0.5647840531561462
9,tiny_transformer,Tiny-Transformer,feet,0.5772357723577236
9,tiny_transformer,Tiny-Transformer,tongue,0.7788778877887789
