subject,model,perturbation,seed,accuracy,f1
6,hybrid_cfc,band_limited_5db,3,31.944444444444443,0.29750622897044793
6,hybrid_cfc,channel_dropout_30pct,3,29.51388888888889,0.27811936238229024
6,hybrid_cfc,band_limited_5db,4,28.125,0.24940215590585135
6,hybrid_cfc,channel_dropout_30pct,4,32.29166666666667,0.3090731908611675
6,tiny_transformer,band_limited_5db,0,31.25,0.2827098511436292
6,tiny_transformer,channel_dropout_30pct,0,26.041666666666668,0.16532593721605063
6,tiny_transformer,band_limited_5db,1,29.166666666666668,0.25886728173243523
6,tiny_transformer,channel_dropout_30pct,1,27.083333333333332,0.18041497975708504
6,tiny_transformer,band_limited_5db,2,26.73611111111111,0.23617617516227324
6,tiny_transformer,channel_dropout_30pct,2,24.305555555555554,0.15494674453063717
6,tiny_transformer,band_limited_5db,3,28.47222222222222,0.2595883260037251
6,tiny_transformer,channel_dropout_30pct,3,28.125,0.20064900614985234
6,tiny_transformer,band_limited_5db,4,29.166666666666668,0.25596607207021305
6,tiny_transformer,channel_dropout_30pct,4,29.51388888888889,0.2017955064737243
6,cfc,band_limited_5db,0,30.90277777777778,0.25913727795193314
6,cfc,channel_dropout_30pct,0,27.77777777777778,0.2606505495521514
6,cfc,band_limited_5db,1,31.25,0.27140835960869913
6,cfc,channel_dropout_30pct,1,31.25,0.2891304746943558
6,cfc,band_limited_5db,2,31.25,0.26664466509785917
6,cfc,channel_dropout_30pct,2,33.33333333333333,0.308460987382556
6,cfc,band_limited_5db,3,34.02777777777778,0.2989934770595148
6,cfc,channel_dropout_30pct,3,29.166666666666668,0.27320023868825244
6,cfc,band_limited_5db,4,30.208333333333332,0.2632834383753501
6,cfc,channel_dropout_30pct,4,28.125,0.256579582445768
6,lstm,band_limited_5db,0,31.59722222222222,0.2952263642293627
6,lstm,channel_dropout_30pct,0,28.125,0.22180662157350686
6,lstm,band_limited_5db,1,27.430555555555557,0.2556907674631444
6,lstm,channel_dropout_30pct,1,30.208333333333332,0.2320611532165841
6,lstm,band_limited_5db,2,28.819444444444443,0.2689933076038292
6,lstm,channel_dropout_30pct,2,27.083333333333332,0.1899988044547854
6,lstm,band_limited_5db,3,30.90277777777778,0.2958994557355213
6,lstm,channel_dropout_30pct,3,25.0,0.17081876456876458
6,lstm,band_limited_5db,4,29.86111111111111,0.2783408251874875
6,lstm,channel_dropout_30pct,4,28.125,0.2080866768366768
7,shallow_convnet,band_limited_5db,0,25.0,0.1
7,shallow_convnet,channel_dropout_30pct,0,30.555555555555557,0.2017546594413205
7,shallow_convnet,band_limited_5db,1,25.34722222222222,0.10712786660052658
7,shallow_convnet,channel_dropout_30pct,1,30.90277777777778,0.20128104787882545
7,shallow_convnet,band_limited_5db,2,25.0,0.1
7,shallow_convnet,channel_dropout_30pct,2,34.375,0.23550865969730067
7,shallow_convnet,band_limited_5db,3,25.0,0.1
7,shallow_convnet,channel_dropout_30pct,3,32.98611111111111,0.2157407757205172
7,shallow_convnet,band_limited_5db,4,25.0,0.1
7,shallow_convnet,channel_dropout_30pct,4,33.68055555555556,0.22641578721384828
7,riemann_tslr,band_limited_5db,0,25.694444444444443,0.11428149024246008
7,riemann_tslr,channel_dropout_30pct,0,28.819444444444443,0.2393202342236918
7,riemann_tslr,band_limited_5db,1,26.38888888888889,0.12738247667825134
7,riemann_tslr,channel_dropout_30pct,1,30.90277777777778,0.2574979770927118
7,riemann_tslr,band_limited_5db,2,26.041666666666668,0.12088897018474484
7,riemann_tslr,channel_dropout_30pct,2,27.430555555555557,0.2250897881642832
7,riemann_tslr,band_limited_5db,3,25.34722222222222,0.11310299869621904
7,riemann_tslr,channel_dropout_30pct,3,27.430555555555557,0.22609137138750354
7,riemann_tslr,band_limited_5db,4,26.041666666666668,0.12088897018474484
7,riemann_tslr,channel_dropout_30pct,4,35.76388888888889,0.29988058930790207
7,eegnet,band_limited_5db,0,25.0,0.1
7,eegnet,channel_dropout_30pct,0,31.59722222222222,0.23927132648488086
7,eegnet,band_limited_5db,1,25.0,0.1
7,eegnet,channel_dropout_30pct,1,30.90277777777778,0.2241384358366006
7,eegnet,band_limited_5db,2,25.0,0.1
7,eegnet,channel_dropout_30pct,2,31.944444444444443,0.23214136443487
7,eegnet,band_limited_5db,3,25.0,0.1
7,eegnet,channel_dropout_30pct,3,30.555555555555557,0.2244482870603746
7,eegnet,band_limited_5db,4,25.0,0.1
7,eegnet,channel_dropout_30pct,4,30.555555555555557,0.217946242470052
7,hybrid_cfc,band_limited_5db,0,25.0,0.1
7,hybrid_cfc,channel_dropout_30pct,0,34.375,0.26277749746977297
7,hybrid_cfc,band_limited_5db,1,25.0,0.1
7,hybrid_cfc,channel_dropout_30pct,1,26.38888888888889,0.17389772414466734
7,hybrid_cfc,band_limited_5db,2,25.0,0.1
7,hybrid_cfc,channel_dropout_30pct,2,30.208333333333332,0.20367359016256076
7,hybrid_cfc,band_limited_5db,3,25.0,0.1
7,hybrid_cfc,channel_dropout_30pct,3,28.125,0.17556875552189827
7,hybrid_cfc,band_limited_5db,4,25.0,0.10027855153203342
7,hybrid_cfc,channel_dropout_30pct,4,27.77777777777778,0.1847394113405162
7,tiny_transformer,band_limited_5db,0,25.34722222222222,0.11362369337979093
7,tiny_transformer,channel_dropout_30pct,0,35.76388888888889,0.33083026573012175
7,tiny_transformer,band_limited_5db,1,25.34722222222222,0.11362369337979093
7,tiny_transformer,channel_dropout_30pct,1,27.430555555555557,0.24525716555232224
7,tiny_transformer,band_limited_5db,2,25.694444444444443,0.11477272727272728
7,tiny_transformer,channel_dropout_30pct,2,25.694444444444443,0.24272471206569024
7,tiny_transformer,band_limited_5db,3,25.34722222222222,0.1087369420702754
7,tiny_transformer,channel_dropout_30pct,3,35.76388888888889,0.33007114538211574
7,tiny_transformer,band_limited_5db,4,25.694444444444443,0.11995253432785219
7,tiny_transformer,channel_dropout_30pct,4,29.166666666666668,0.2693119144297478
7,cfc,band_limited_5db,0,26.38888888888889,0.13185913185913187
7,cfc,channel_dropout_30pct,0,30.208333333333332,0.2880131410953328
7,cfc,band_limited_5db,1,26.73611111111111,0.137215260201247
7,cfc,channel_dropout_30pct,1,28.819444444444443,0.26747549801984366
7,cfc,band_limited_5db,2,26.73611111111111,0.13632673707924545
7,cfc,channel_dropout_30pct,2,32.29166666666667,0.3129331866869409
7,cfc,band_limited_5db,3,26.73611111111111,0.13760570585933973
7,cfc,channel_dropout_30pct,3,31.59722222222222,0.30406459559156906
7,cfc,band_limited_5db,4,25.694444444444443,0.12636459989401166
7,cfc,channel_dropout_30pct,4,31.25,0.28923193208907494
7,lstm,band_limited_5db,0,36.45833333333333,0.31442675937636455
7,lstm,channel_dropout_30pct,0,32.63888888888889,0.2838496332256892
7,lstm,band_limited_5db,1,35.06944444444444,0.29544280507584525
7,lstm,channel_dropout_30pct,1,32.29166666666667,0.2979283133996108
7,lstm,band_limited_5db,2,36.80555555555556,0.317887264313592
7,lstm,channel_dropout_30pct,2,31.25,0.28449661131314385
7,lstm,band_limited_5db,3,39.58333333333333,0.3564032442361925
7,lstm,channel_dropout_30pct,3,30.90277777777778,0.2871649057436728
7,lstm,band_limited_5db,4,35.76388888888889,0.3088284802552852
7,lstm,channel_dropout_30pct,4,31.59722222222222,0.295265532186416
8,shallow_convnet,band_limited_5db,0,66.66666666666666,0.6672905242141163
8,shallow_convnet,channel_dropout_30pct,0,46.875,0.4598127065868145
8,shallow_convnet,band_limited_5db,1,66.66666666666666,0.6656518555747907
8,shallow_convnet,channel_dropout_30pct,1,46.52777777777778,0.4588387543454797
8,shallow_convnet,band_limited_5db,2,69.09722222222221,0.689845731040025
8,shallow_convnet,channel_dropout_30pct,2,48.61111111111111,0.4781879512031436
8,shallow_convnet,band_limited_5db,3,67.01388888888889,0.6681240694789081
8,shallow_convnet,channel_dropout_30pct,3,46.18055555555556,0.4572103670109223
8,shallow_convnet,band_limited_5db,4,68.75,0.6879831798896547
8,shallow_convnet,channel_dropout_30pct,4,46.875,0.45765460929034196
8,riemann_tslr,band_limited_5db,0,25.0,0.1
8,riemann_tslr,channel_dropout_30pct,0,29.51388888888889,0.24159666927720622
8,riemann_tslr,band_limited_5db,1,25.0,0.1
8,riemann_tslr,channel_dropout_30pct,1,24.305555555555554,0.17531533281533282
8,riemann_tslr,band_limited_5db,2,25.0,0.1
8,riemann_tslr,channel_dropout_30pct,2,28.819444444444443,0.23308670120493225
8,riemann_tslr,band_limited_5db,3,25.0,0.1
8,riemann_tslr,channel_dropout_30pct,3,25.694444444444443,0.19480490360589242
8,riemann_tslr,band_limited_5db,4,25.0,0.1
8,riemann_tslr,channel_dropout_30pct,4,30.208333333333332,0.23643189430260575
8,eegnet,band_limited_5db,0,43.75,0.3975010327206504
8,eegnet,channel_dropout_30pct,0,41.66666666666667,0.41638660477453576
8,eegnet,band_limited_5db,1,42.70833333333333,0.3838883661283355
8,eegnet,channel_dropout_30pct,1,36.45833333333333,0.3644624897494338
8,eegnet,band_limited_5db,2,42.70833333333333,0.38944848965611933
8,eegnet,channel_dropout_30pct,2,44.09722222222222,0.4276168534469451
8,eegnet,band_limited_5db,3,43.40277777777778,0.39466228224572497
8,eegnet,channel_dropout_30pct,3,42.70833333333333,0.42532067999613643
8,eegnet,band_limited_5db,4,44.09722222222222,0.39056455322717887
8,eegnet,channel_dropout_30pct,4,35.76388888888889,0.35374739644407527
8,hybrid_cfc,band_limited_5db,0,26.73611111111111,0.1371202393503067
8,hybrid_cfc,channel_dropout_30pct,0,35.06944444444444,0.3077957446341971
8,hybrid_cfc,band_limited_5db,1,29.166666666666668,0.18194094923691925
8,hybrid_cfc,channel_dropout_30pct,1,33.33333333333333,0.2684500402534413
8,hybrid_cfc,band_limited_5db,2,25.694444444444443,0.12317957234830533
8,hybrid_cfc,channel_dropout_30pct,2,32.63888888888889,0.2673107495201396
8,hybrid_cfc,band_limited_5db,3,26.38888888888889,0.13070993914807302
8,hybrid_cfc,channel_dropout_30pct,3,31.944444444444443,0.2596393116280621
8,hybrid_cfc,band_limited_5db,4,26.38888888888889,0.13780133386110388
8,hybrid_cfc,channel_dropout_30pct,4,34.02777777777778,0.2930898528203286
8,tiny_transformer,band_limited_5db,0,53.81944444444444,0.5375583728802971
8,tiny_transformer,channel_dropout_30pct,0,35.06944444444444,0.32897666198455555
8,tiny_transformer,band_limited_5db,1,54.166666666666664,0.5416843327276398
8,tiny_transformer,channel_dropout_30pct,1,34.72222222222222,0.33063698963298027
8,tiny_transformer,band_limited_5db,2,58.333333333333336,0.5842958034605632
8,tiny_transformer,channel_dropout_30pct,2,35.41666666666667,0.3201471921229986
8,tiny_transformer,band_limited_5db,3,56.25,0.5617114042291599
8,tiny_transformer,channel_dropout_30pct,3,34.02777777777778,0.31422863283117364
8,tiny_transformer,band_limited_5db,4,55.90277777777778,0.554790542127789
8,tiny_transformer,channel_dropout_30pct,4,32.63888888888889,0.2912296659103327
8,cfc,band_limited_5db,0,57.291666666666664,0.5593897132635062
8,cfc,channel_dropout_30pct,0,36.45833333333333,0.33112657323183636
8,cfc,band_limited_5db,1,60.416666666666664,0.5836300143891766
8,cfc,channel_dropout_30pct,1,41.31944444444444,0.38971603552884343
8,cfc,band_limited_5db,2,56.59722222222222,0.5397741882895508
8,cfc,channel_dropout_30pct,2,37.15277777777778,0.3411946760638462
8,cfc,band_limited_5db,3,58.68055555555556,0.5731934499062307
8,cfc,channel_dropout_30pct,3,35.41666666666667,0.3154309558645965
8,cfc,band_limited_5db,4,57.638888888888886,0.5639693331490006
8,cfc,channel_dropout_30pct,4,36.45833333333333,0.3190949382609198
8,lstm,band_limited_5db,0,48.61111111111111,0.48655648805771823
8,lstm,channel_dropout_30pct,0,32.63888888888889,0.2682199429898958
8,lstm,band_limited_5db,1,44.44444444444444,0.4432075903641532
8,lstm,channel_dropout_30pct,1,33.68055555555556,0.2791693794109222
8,lstm,band_limited_5db,2,43.40277777777778,0.43540653820591957
8,lstm,channel_dropout_30pct,2,35.41666666666667,0.29468118060631376
8,lstm,band_limited_5db,3,45.48611111111111,0.454681401696327
8,lstm,channel_dropout_30pct,3,33.33333333333333,0.2706809782181332
8,lstm,band_limited_5db,4,47.56944444444444,0.4735550661963456
8,lstm,channel_dropout_30pct,4,31.944444444444443,0.25486344930789373
9,shallow_convnet,band_limited_5db,0,58.333333333333336,0.5708543188914538
9,shallow_convnet,channel_dropout_30pct,0,45.13888888888889,0.45690907309697315
9,shallow_convnet,band_limited_5db,1,62.84722222222222,0.6169468278644831
9,shallow_convnet,channel_dropout_30pct,1,53.125,0.539589550339229
9,shallow_convnet,band_limited_5db,2,60.416666666666664,0.590989811785704
9,shallow_convnet,channel_dropout_30pct,2,50.0,0.49655839885848585
9,shallow_convnet,band_limited_5db,3,62.15277777777778,0.6135313558042743
9,shallow_convnet,channel_dropout_30pct,3,50.34722222222222,0.5085304151665708
9,shallow_convnet,band_limited_5db,4,64.93055555555556,0.6409636988424969
9,shallow_convnet,channel_dropout_30pct,4,47.91666666666667,0.49013078135418564
9,riemann_tslr,band_limited_5db,0,25.34722222222222,0.10712786660052658
9,riemann_tslr,channel_dropout_30pct,0,23.61111111111111,0.20869565217391306
9,riemann_tslr,band_limited_5db,1,25.0,0.1
9,riemann_tslr,channel_dropout_30pct,1,32.29166666666667,0.29935163996948894
9,riemann_tslr,band_limited_5db,2,25.34722222222222,0.10712786660052658
9,riemann_tslr,channel_dropout_30pct,2,24.65277777777778,0.22125239739163793
9,riemann_tslr,band_limited_5db,3,25.0,0.1
9,riemann_tslr,channel_dropout_30pct,3,26.041666666666668,0.23158068783068783
9,riemann_tslr,band_limited_5db,4,25.34722222222222,0.10712786660052658
9,riemann_tslr,channel_dropout_30pct,4,28.47222222222222,0.25207345601896564
9,eegnet,band_limited_5db,0,46.875,0.3954668057003823
9,eegnet,channel_dropout_30pct,0,50.34722222222222,0.4886238502114303
9,eegnet,band_limited_5db,1,46.52777777777778,0.39146750647515893
9,eegnet,channel_dropout_30pct,1,52.083333333333336,0.5079112061220064
9,eegnet,band_limited_5db,2,45.48611111111111,0.37724091591742637
9,eegnet,channel_dropout_30pct,2,54.513888888888886,0.5230076225892655
9,eegnet,band_limited_5db,3,47.56944444444444,0.40720159830180436
9,eegnet,channel_dropout_30pct,3,53.125,0.5053213440194608
9,eegnet,band_limited_5db,4,44.79166666666667,0.3725129609450425
9,eegnet,channel_dropout_30pct,4,51.388888888888886,0.48649840258751154
9,hybrid_cfc,band_limited_5db,0,37.5,0.30047503479094134
9,hybrid_cfc,channel_dropout_30pct,0,49.30555555555556,0.4725381121222372
9,hybrid_cfc,band_limited_5db,1,36.11111111111111,0.2842259402180497
9,hybrid_cfc,channel_dropout_30pct,1,47.56944444444444,0.4587585837585838
9,hybrid_cfc,band_limited_5db,2,36.11111111111111,0.2847834967320262
9,hybrid_cfc,channel_dropout_30pct,2,49.30555555555556,0.47460410400512537
9,hybrid_cfc,band_limited_5db,3,34.72222222222222,0.26908832586743137
9,hybrid_cfc,channel_dropout_30pct,3,49.65277777777778,0.47673922102801414
9,hybrid_cfc,band_limited_5db,4,36.11111111111111,0.2865999169852118
9,hybrid_cfc,channel_dropout_30pct,4,47.56944444444444,0.4585127609331021
9,tiny_transformer,band_limited_5db,0,42.36111111111111,0.37704552223525245
9,tiny_transformer,channel_dropout_30pct,0,40.27777777777778,0.3879551583914431
9,tiny_transformer,band_limited_5db,1,43.40277777777778,0.39668622906698564
9,tiny_transformer,channel_dropout_30pct,1,37.5,0.3550391737891738
9,tiny_transformer,band_limited_5db,2,43.40277777777778,0.3936782657762133
9,tiny_transformer,channel_dropout_30pct,2,41.66666666666667,0.3879730884154944
9,tiny_transformer,band_limited_5db,3,43.75,0.3969060728814694
9,tiny_transformer,channel_dropout_30pct,3,39.93055555555556,0.3827766119139868
9,tiny_transformer,band_limited_5db,4,43.05555555555556,0.3909881266194384
9,tiny_transformer,channel_dropout_30pct,4,39.93055555555556,0.3821386768504531
9,cfc,band_limited_5db,0,40.97222222222222,0.35383798275710276
9,cfc,channel_dropout_30pct,0,48.95833333333333,0.48728643479282874
9,cfc,band_limited_5db,1,40.27777777777778,0.34480691524062007
9,cfc,channel_dropout_30pct,1,46.875,0.46491847543642184
9,cfc,band_limited_5db,2,38.88888888888889,0.33364999543432605
9,cfc,channel_dropout_30pct,2,48.61111111111111,0.4783638550108894
9,cfc,band_limited_5db,3,40.625,0.348865895517794
9,cfc,channel_dropout_30pct,3,43.05555555555556,0.4248187444739169
9,cfc,band_limited_5db,4,39.93055555555556,0.33606226108801496
9,cfc,channel_dropout_30pct,4,46.875,0.45826285530361044
9,lstm,band_limited_5db,0,47.22222222222222,0.4344007305633503
9,lstm,channel_dropout_30pct,0,29.166666666666668,0.2086685347554913
9,lstm,band_limited_5db,1,49.30555555555556,0.4625083778434311
9,lstm,channel_dropout_30pct,1,29.51388888888889,0.22689935064935063
9,lstm,band_limited_5db,2,46.875,0.42629457868367016
9,lstm,channel_dropout_30pct,2,30.90277777777778,0.23934202309242014
9,lstm,band_limited_5db,3,47.91666666666667,0.44259903008089696
9,lstm,channel_dropout_30pct,3,28.819444444444443,0.2196853350532038
9,lstm,band_limited_5db,4,47.56944444444444,0.43696274008540625
9,lstm,channel_dropout_30pct,4,28.819444444444443,0.2119327731092437
