subject,model,perturbation_type,level,accuracy,f1
9,lstm,band_limited_noise,0.0,44.30555555555556,0.4135038152979925
1,riemann_tslr,band_limited_noise,0.0,25.0,0.1
2,riemann_tslr,band_limited_noise,0.0,25.0,0.1
3,riemann_tslr,band_limited_noise,0.0,27.708333333333332,0.15611432014421417
4,riemann_tslr,band_limited_noise,0.0,25.0,0.1
5,riemann_tslr,band_limited_noise,0.0,25.13888888888889,0.10667021222557589
6,riemann_tslr,band_limited_noise,0.0,25.0,0.1
7,riemann_tslr,band_limited_noise,0.0,25.0,0.1
8,riemann_tslr,band_limited_noise,0.0,25.0,0.1
9,riemann_tslr,band_limited_noise,0.0,25.0,0.1
1,shallow_convnet,band_limited_noise,0.0,26.25,0.1352327413082433
2,shallow_convnet,band_limited_noise,0.0,25.0,0.1
3,shallow_convnet,band_limited_noise,0.0,29.236111111111107,0.17557251587920836
4,shallow_convnet,band_limited_noise,0.0,27.15277777777778,0.18455966095241888
5,shallow_convnet,band_limited_noise,0.0,26.319444444444446,0.22772524482943496
6,shallow_convnet,band_limited_noise,0.0,35.41666666666667,0.3059004813501525
7,shallow_convnet,band_limited_noise,0.0,25.0,0.1
8,shallow_convnet,band_limited_noise,0.0,30.27777777777778,0.1978629509649098
9,shallow_convnet,band_limited_noise,0.0,45.0,0.4179818849749493
1,cfc,band_limited_noise,5.0,40.48611111111111,0.35337298827689373
2,cfc,band_limited_noise,5.0,25.416666666666664,0.11144406060681686
3,cfc,band_limited_noise,5.0,42.84722222222222,0.3685819377092502
4,cfc,band_limited_noise,5.0,34.30555555555556,0.2303283464285839
5,cfc,band_limited_noise,5.0,24.23611111111111,0.16393834476859315
6,cfc,band_limited_noise,5.0,30.625,0.27947720144791904
7,cfc,band_limited_noise,5.0,30.97222222222222,0.1915712191866676
8,cfc,band_limited_noise,5.0,59.722222222222214,0.5910723616959694
9,cfc,band_limited_noise,5.0,48.95833333333333,0.44766313369885974
1,eegnet,band_limited_noise,5.0,36.59722222222222,0.2823328154330933
2,eegnet,band_limited_noise,5.0,25.0,0.1
