subject,model,perturbation_type,level,seed,accuracy,f1
2,gru,band_limited_noise,0.0,4,25.0,0.15779054916985952
2,gru,channel_dropout,0.1,4,24.305555555555554,0.23784836972535855
2,gru,channel_dropout,0.3,4,21.875,0.20235525076217614
2,gru,channel_dropout,0.5,4,23.26388888888889,0.21492798507247868
2,lstm,band_limited_noise,20.0,0,23.26388888888889,0.20760322293029881
2,lstm,band_limited_noise,10.0,0,23.61111111111111,0.20458955022510933
2,lstm,band_limited_noise,5.0,0,23.26388888888889,0.20500270791710634
2,lstm,band_limited_noise,0.0,0,26.041666666666668,0.21996804226489824
2,lstm,channel_dropout,0.1,0,23.26388888888889,0.2273094160475436
2,lstm,channel_dropout,0.3,0,27.77777777777778,0.27087543872115327
2,lstm,channel_dropout,0.5,0,27.77777777777778,0.2226498317314817
2,lstm,band_limited_noise,20.0,1,23.958333333333336,0.21386160628713818
2,lstm,band_limited_noise,10.0,1,25.34722222222222,0.2256491657845388
2,lstm,band_limited_noise,5.0,1,25.694444444444443,0.22553194238813307
2,lstm,band_limited_noise,0.0,1,23.61111111111111,0.1991819042324624
2,lstm,channel_dropout,0.1,1,25.34722222222222,0.2527048342664178
2,lstm,channel_dropout,0.3,1,25.694444444444443,0.2371396947228448
2,lstm,channel_dropout,0.5,1,22.569444444444446,0.1605180999356224
2,lstm,band_limited_noise,20.0,2,22.916666666666664,0.19899977921800233
2,lstm,band_limited_noise,10.0,2,24.65277777777778,0.21774226412973216
2,lstm,band_limited_noise,5.0,2,26.73611111111111,0.228202648194327
2,lstm,band_limited_noise,0.0,2,24.305555555555554,0.20260976883006065
2,lstm,channel_dropout,0.1,2,23.958333333333336,0.2370796568627451
2,lstm,channel_dropout,0.3,2,28.47222222222222,0.2660833170995348
2,lstm,channel_dropout,0.5,2,25.0,0.20227316826913677
2,lstm,band_limited_noise,20.0,3,23.26388888888889,0.20466349554128369
2,lstm,band_limited_noise,10.0,3,26.041666666666668,0.23240444330710097
2,lstm,band_limited_noise,5.0,3,26.73611111111111,0.2377619085246204
2,lstm,band_limited_noise,0.0,3,22.569444444444446,0.19760060118567174
2,lstm,channel_dropout,0.1,3,25.34722222222222,0.25260860025828513
2,lstm,channel_dropout,0.3,3,24.305555555555554,0.2303846902864332
2,lstm,channel_dropout,0.5,3,27.77777777777778,0.21684548710867563
2,lstm,band_limited_noise,20.0,4,24.305555555555554,0.21491905527047805
2,lstm,band_limited_noise,10.0,4,26.38888888888889,0.2290594718362727
2,lstm,band_limited_noise,5.0,4,28.819444444444443,0.26852840605723244
2,lstm,band_limited_noise,0.0,4,26.041666666666668,0.22421670070251024
2,lstm,channel_dropout,0.1,4,27.083333333333332,0.2683277151013315
2,lstm,channel_dropout,0.3,4,23.26388888888889,0.21560814646539653
2,lstm,channel_dropout,0.5,4,26.73611111111111,0.21383020770866273
3,shallow_convnet,band_limited_noise,20.0,0,80.20833333333334,0.7923729550235574
3,shallow_convnet,band_limited_noise,10.0,0,72.91666666666666,0.6933372296902396
3,shallow_convnet,band_limited_noise,5.0,0,58.68055555555556,0.5119460823442944
3,shallow_convnet,band_limited_noise,0.0,0,29.166666666666668,0.17607190323920813
3,shallow_convnet,channel_dropout,0.1,0,65.97222222222221,0.6355961379238668
3,shallow_convnet,channel_dropout,0.3,0,51.736111111111114,0.47130539797682947
3,shallow_convnet,channel_dropout,0.5,0,39.58333333333333,0.3489153526876948
3,shallow_convnet,band_limited_noise,20.0,1,80.55555555555556,0.7977090652521807
3,shallow_convnet,band_limited_noise,10.0,1,71.52777777777779,0.6809525991072177
3,shallow_convnet,band_limited_noise,5.0,1,55.90277777777778,0.48733565558285175
3,shallow_convnet,band_limited_noise,0.0,1,28.819444444444443,0.16845228004746568
3,shallow_convnet,channel_dropout,0.1,1,70.83333333333334,0.6787590491034043
3,shallow_convnet,channel_dropout,0.3,1,46.875,0.44198599832256724
3,shallow_convnet,channel_dropout,0.5,1,38.54166666666667,0.32529817743232375
3,shallow_convnet,band_limited_noise,20.0,2,80.20833333333334,0.7933538058571179
3,shallow_convnet,band_limited_noise,10.0,2,72.56944444444444,0.6980745713870593
3,shallow_convnet,band_limited_noise,5.0,2,58.68055555555556,0.5090805260384014
3,shallow_convnet,band_limited_noise,0.0,2,29.51388888888889,0.17906046976511744
3,shallow_convnet,channel_dropout,0.1,2,68.75,0.6614828430397002
3,shallow_convnet,channel_dropout,0.3,2,51.736111111111114,0.4769316729010128
3,shallow_convnet,channel_dropout,0.5,2,38.88888888888889,0.32299226097812667
3,shallow_convnet,band_limited_noise,20.0,3,81.25,0.8042985672138911
3,shallow_convnet,band_limited_noise,10.0,3,71.18055555555556,0.6759727034366514
3,shallow_convnet,band_limited_noise,5.0,3,57.638888888888886,0.4927233627673433
3,shallow_convnet,band_limited_noise,0.0,3,29.51388888888889,0.18096458301591478
3,shallow_convnet,channel_dropout,0.1,3,67.01388888888889,0.6385910942244866
3,shallow_convnet,channel_dropout,0.3,3,49.30555555555556,0.46631025009473287
3,shallow_convnet,channel_dropout,0.5,3,36.45833333333333,0.31838997609596464
3,shallow_convnet,band_limited_noise,20.0,4,79.86111111111111,0.7903443957335352
3,shallow_convnet,band_limited_noise,10.0,4,72.22222222222221,0.6964096287229703
3,shallow_convnet,band_limited_noise,5.0,4,57.986111111111114,0.49487896404748366
3,shallow_convnet,band_limited_noise,0.0,4,29.166666666666668,0.1733133433283358
3,shallow_convnet,channel_dropout,0.1,4,70.48611111111111,0.6934145288625544
3,shallow_convnet,channel_dropout,0.3,4,49.65277777777778,0.4628579344935647
3,shallow_convnet,channel_dropout,0.5,4,39.23611111111111,0.333428034435442
3,riemann_tslr,band_limited_noise,20.0,0,76.04166666666666,0.7601954534876494
3,riemann_tslr,band_limited_noise,10.0,0,39.58333333333333,0.3233912181894034
3,riemann_tslr,band_limited_noise,5.0,0,31.944444444444443,0.20483056957462148
3,riemann_tslr,band_limited_noise,0.0,0,28.819444444444443,0.17103132899707446
3,riemann_tslr,channel_dropout,0.1,0,40.27777777777778,0.3788694379419227
3,riemann_tslr,channel_dropout,0.3,0,25.34722222222222,0.181066709969872
3,riemann_tslr,channel_dropout,0.5,0,27.77777777777778,0.19523972602739725
3,riemann_tslr,band_limited_noise,20.0,1,76.73611111111111,0.7684810325541926
3,riemann_tslr,band_limited_noise,10.0,1,42.70833333333333,0.368264205368023
3,riemann_tslr,band_limited_noise,5.0,1,31.944444444444443,0.20578428473981492
3,riemann_tslr,band_limited_noise,0.0,1,27.77777777777778,0.15561015561015562
3,riemann_tslr,channel_dropout,0.1,1,41.66666666666667,0.38311329762942664
3,riemann_tslr,channel_dropout,0.3,1,28.47222222222222,0.21236423624912343
3,riemann_tslr,channel_dropout,0.5,1,24.305555555555554,0.16522252747252747
3,riemann_tslr,band_limited_noise,20.0,2,77.43055555555556,0.7768778755789448
3,riemann_tslr,band_limited_noise,10.0,2,39.23611111111111,0.33438587311691514
3,riemann_tslr,band_limited_noise,5.0,2,30.555555555555557,0.20375443201530158
3,riemann_tslr,band_limited_noise,0.0,2,28.47222222222222,0.16603519407257725
3,riemann_tslr,channel_dropout,0.1,2,43.75,0.420765227021041
3,riemann_tslr,channel_dropout,0.3,2,30.208333333333332,0.2390447699396563
3,riemann_tslr,channel_dropout,0.5,2,25.694444444444443,0.1832019929011039
3,riemann_tslr,band_limited_noise,20.0,3,77.77777777777779,0.7796916261135807
3,riemann_tslr,band_limited_noise,10.0,3,46.875,0.4017564989024719
3,riemann_tslr,band_limited_noise,5.0,3,30.90277777777778,0.2022755580865318
3,riemann_tslr,band_limited_noise,0.0,3,27.083333333333332,0.14905814905814907
3,riemann_tslr,channel_dropout,0.1,3,38.54166666666667,0.36495151837943884
3,riemann_tslr,channel_dropout,0.3,3,27.430555555555557,0.21442030265559675
3,riemann_tslr,channel_dropout,0.5,3,25.34722222222222,0.1793028606013019
3,riemann_tslr,band_limited_noise,20.0,4,75.69444444444444,0.755776550079149
3,riemann_tslr,band_limited_noise,10.0,4,40.97222222222222,0.33448643896873176
3,riemann_tslr,band_limited_noise,5.0,4,32.29166666666667,0.21008981904357335
3,riemann_tslr,band_limited_noise,0.0,4,26.38888888888889,0.13883677298311445
3,riemann_tslr,channel_dropout,0.1,4,42.36111111111111,0.39375681547843955
3,riemann_tslr,channel_dropout,0.3,4,25.694444444444443,0.20622055775390993
3,riemann_tslr,channel_dropout,0.5,4,22.569444444444446,0.14012617816965642
3,eegnet,band_limited_noise,20.0,0,70.13888888888889,0.6511433657300431
3,eegnet,band_limited_noise,10.0,0,64.93055555555556,0.6002253853309611
3,eegnet,band_limited_noise,5.0,0,46.52777777777778,0.39313119603381774
3,eegnet,band_limited_noise,0.0,0,26.041666666666668,0.12084033613445379
3,eegnet,channel_dropout,0.1,0,59.72222222222222,0.559416509734981
3,eegnet,channel_dropout,0.3,0,48.26388888888889,0.43616975130133023
3,eegnet,channel_dropout,0.5,0,39.23611111111111,0.3585416178558808
3,eegnet,band_limited_noise,20.0,1,70.48611111111111,0.6600313369776336
3,eegnet,band_limited_noise,10.0,1,66.31944444444444,0.6163850514920061
3,eegnet,band_limited_noise,5.0,1,47.91666666666667,0.41201049865783423
3,eegnet,band_limited_noise,0.0,1,25.694444444444443,0.11407217273139061
3,eegnet,channel_dropout,0.1,1,58.68055555555556,0.5447095757550403
3,eegnet,channel_dropout,0.3,1,44.44444444444444,0.3956837498855704
3,eegnet,channel_dropout,0.5,1,32.98611111111111,0.28327726211192494
3,eegnet,band_limited_noise,20.0,2,69.79166666666666,0.6476198432555322
3,eegnet,band_limited_noise,10.0,2,65.625,0.6007683878541984
3,eegnet,band_limited_noise,5.0,2,46.875,0.39675677027245493
3,eegnet,band_limited_noise,0.0,2,25.34722222222222,0.10759709289121054
3,eegnet,channel_dropout,0.1,2,57.986111111111114,0.5321696010927424
3,eegnet,channel_dropout,0.3,2,48.61111111111111,0.43635253539250385
3,eegnet,channel_dropout,0.5,2,39.58333333333333,0.3485008902382585
3,eegnet,band_limited_noise,20.0,3,69.79166666666666,0.6366217693250307
3,eegnet,band_limited_noise,10.0,3,64.93055555555556,0.6056625817423629
3,eegnet,band_limited_noise,5.0,3,47.22222222222222,0.3950729896627326
3,eegnet,band_limited_noise,0.0,3,25.694444444444443,0.11407217273139061
3,eegnet,channel_dropout,0.1,3,60.06944444444444,0.5551933193633899
3,eegnet,channel_dropout,0.3,3,39.58333333333333,0.34892403534737404
3,eegnet,channel_dropout,0.5,3,36.11111111111111,0.3102380952380952
3,eegnet,band_limited_noise,20.0,4,69.79166666666666,0.6477435682976171
3,eegnet,band_limited_noise,10.0,4,67.36111111111111,0.6259841578477623
3,eegnet,band_limited_noise,5.0,4,47.91666666666667,0.4112736294230335
3,eegnet,band_limited_noise,0.0,4,25.34722222222222,0.10712786660052658
3,eegnet,channel_dropout,0.1,4,59.375,0.552931314125344
3,eegnet,channel_dropout,0.3,4,51.041666666666664,0.4602271300717823
3,eegnet,channel_dropout,0.5,4,39.58333333333333,0.35957028657346424
3,cfc,band_limited_noise,20.0,0,63.19444444444444,0.608826781015478
3,cfc,band_limited_noise,10.0,0,59.72222222222222,0.5716261775246252
3,cfc,band_limited_noise,5.0,0,44.79166666666667,0.3968770329680851
3,cfc,band_limited_noise,0.0,0,25.0,0.1005586592178771
3,cfc,channel_dropout,0.1,0,51.736111111111114,0.49259904783260733
3,cfc,channel_dropout,0.3,0,43.05555555555556,0.3951968663166488
3,cfc,channel_dropout,0.5,0,28.47222222222222,0.24684375292028782
3,cfc,band_limited_noise,20.0,1,62.5,0.595854161509746
3,cfc,band_limited_noise,10.0,1,59.72222222222222,0.5668307764373054
3,cfc,band_limited_noise,5.0,1,43.40277777777778,0.37881329200006697
3,cfc,band_limited_noise,0.0,1,25.34722222222222,0.10788035226237473
3,cfc,channel_dropout,0.1,1,52.77777777777778,0.510547875064004
3,cfc,channel_dropout,0.3,1,38.88888888888889,0.34658086488482964
3,cfc,channel_dropout,0.5,1,35.06944444444444,0.28121163987714226
3,cfc,band_limited_noise,20.0,2,63.541666666666664,0.6141709823296642
3,cfc,band_limited_noise,10.0,2,60.416666666666664,0.5653556943518803
3,cfc,band_limited_noise,5.0,2,42.36111111111111,0.3596760285784676
3,cfc,band_limited_noise,0.0,2,26.041666666666668,0.12140845070422536
3,cfc,channel_dropout,0.1,2,58.68055555555556,0.5665682000119087
3,cfc,channel_dropout,0.3,2,42.70833333333333,0.3884799947731602
3,cfc,channel_dropout,0.5,2,28.819444444444443,0.22584097966545252
3,cfc,band_limited_noise,20.0,3,62.84722222222222,0.5950692128466353
3,cfc,band_limited_noise,10.0,3,59.375,0.5674335521452656
3,cfc,band_limited_noise,5.0,3,40.625,0.3388639880575365
3,cfc,band_limited_noise,0.0,3,26.38888888888889,0.12799460787798167
3,cfc,channel_dropout,0.1,3,53.47222222222222,0.5125796870472328
3,cfc,channel_dropout,0.3,3,44.09722222222222,0.41595303476683315
3,cfc,channel_dropout,0.5,3,28.47222222222222,0.22884440329622144
3,cfc,band_limited_noise,20.0,4,62.5,0.5976091103496877
3,cfc,band_limited_noise,10.0,4,61.111111111111114,0.580639031721412
3,cfc,band_limited_noise,5.0,4,43.05555555555556,0.368679346942095
3,cfc,band_limited_noise,0.0,4,25.34722222222222,0.10768965120294693
3,cfc,channel_dropout,0.1,4,54.166666666666664,0.5124060341679715
3,cfc,channel_dropout,0.3,4,39.23611111111111,0.36057497722458914
3,cfc,channel_dropout,0.5,4,31.25,0.26319279662928446
3,gru,band_limited_noise,20.0,0,50.69444444444444,0.5030652461172145
3,gru,band_limited_noise,10.0,0,48.95833333333333,0.4837206894694196
3,gru,band_limited_noise,5.0,0,47.22222222222222,0.45937721844457596
3,gru,band_limited_noise,0.0,0,37.5,0.329546766188296
3,gru,channel_dropout,0.1,0,44.79166666666667,0.4466543625525998
3,gru,channel_dropout,0.3,0,27.77777777777778,0.23049206203662467
3,gru,channel_dropout,0.5,0,25.0,0.16740221529941157
3,gru,band_limited_noise,20.0,1,50.34722222222222,0.49788420336764383
3,gru,band_limited_noise,10.0,1,50.34722222222222,0.49930684753575627
3,gru,band_limited_noise,5.0,1,46.52777777777778,0.4587607493857494
3,gru,band_limited_noise,0.0,1,40.625,0.37433906227177566
3,gru,channel_dropout,0.1,1,48.26388888888889,0.4831445150594087
3,gru,channel_dropout,0.3,1,31.25,0.26273124342977283
3,gru,channel_dropout,0.5,1,30.90277777777778,0.21157133891666124
3,gru,band_limited_noise,20.0,2,50.34722222222222,0.49845667061621934
3,gru,band_limited_noise,10.0,2,47.91666666666667,0.47462533290621645
3,gru,band_limited_noise,5.0,2,44.09722222222222,0.42531264012327913
3,gru,band_limited_noise,0.0,2,38.54166666666667,0.34941665805107325
3,gru,channel_dropout,0.1,2,50.0,0.5027699373221868
3,gru,channel_dropout,0.3,2,30.208333333333332,0.25270884083088035
3,gru,channel_dropout,0.5,2,28.47222222222222,0.1966622794296818
3,gru,band_limited_noise,20.0,3,48.95833333333333,0.4838900774331935
3,gru,band_limited_noise,10.0,3,48.26388888888889,0.4727723298519759
3,gru,band_limited_noise,5.0,3,45.13888888888889,0.43466510216924636
3,gru,band_limited_noise,0.0,3,41.66666666666667,0.38440141421938745
3,gru,channel_dropout,0.1,3,48.95833333333333,0.4909075607983011
3,gru,channel_dropout,0.3,3,30.555555555555557,0.25458716202408554
3,gru,channel_dropout,0.5,3,27.77777777777778,0.19016901014580054
3,gru,band_limited_noise,20.0,4,50.34722222222222,0.4990261367704977
3,gru,band_limited_noise,10.0,4,48.26388888888889,0.4760352491624355
3,gru,band_limited_noise,5.0,4,47.56944444444444,0.4584750614216625
3,gru,band_limited_noise,0.0,4,41.66666666666667,0.38793811167565195
3,gru,channel_dropout,0.1,4,46.875,0.4632572729106144
3,gru,channel_dropout,0.3,4,28.47222222222222,0.22404974870091152
3,gru,channel_dropout,0.5,4,26.73611111111111,0.18307917635909363
3,lstm,band_limited_noise,20.0,0,49.65277777777778,0.4865618897065125
3,lstm,band_limited_noise,10.0,0,53.81944444444444,0.533091337889012
3,lstm,band_limited_noise,5.0,0,52.43055555555556,0.5183668969737173
3,lstm,band_limited_noise,0.0,0,51.388888888888886,0.4981868105509738
3,lstm,channel_dropout,0.1,0,46.18055555555556,0.45103165520553407
3,lstm,channel_dropout,0.3,0,31.944444444444443,0.2614108182457936
3,lstm,channel_dropout,0.5,0,27.77777777777778,0.1666552913915355
3,lstm,band_limited_noise,20.0,1,51.388888888888886,0.5061518265762043
3,lstm,band_limited_noise,10.0,1,54.861111111111114,0.5370076631509558
3,lstm,band_limited_noise,5.0,1,50.0,0.49229634014822876
3,lstm,band_limited_noise,0.0,1,46.52777777777778,0.4490358745094367
3,lstm,channel_dropout,0.1,1,51.388888888888886,0.5040909035405114
3,lstm,channel_dropout,0.3,1,31.59722222222222,0.25052492158437356
3,lstm,channel_dropout,0.5,1,28.125,0.16358618027407834
3,lstm,band_limited_noise,20.0,2,51.041666666666664,0.5035418215869344
3,lstm,band_limited_noise,10.0,2,54.861111111111114,0.543955789863115
3,lstm,band_limited_noise,5.0,2,54.166666666666664,0.5343720729977824
3,lstm,band_limited_noise,0.0,2,48.61111111111111,0.47118081999653477
3,lstm,channel_dropout,0.1,2,50.34722222222222,0.4891611525614382
3,lstm,channel_dropout,0.3,2,34.72222222222222,0.30453556363932766
3,lstm,channel_dropout,0.5,2,26.73611111111111,0.15674386496304307
3,lstm,band_limited_noise,20.0,3,52.083333333333336,0.5116467111900954
3,lstm,band_limited_noise,10.0,3,52.43055555555556,0.5144062227279338
3,lstm,band_limited_noise,5.0,3,50.0,0.4967609617130486
3,lstm,band_limited_noise,0.0,3,48.26388888888889,0.46951016443488514
3,lstm,channel_dropout,0.1,3,45.48611111111111,0.44459074323867687
3,lstm,channel_dropout,0.3,3,35.41666666666667,0.28706945463687755
3,lstm,channel_dropout,0.5,3,27.77777777777778,0.1553626915246973
3,lstm,band_limited_noise,20.0,4,50.69444444444444,0.49898499978345684
3,lstm,band_limited_noise,10.0,4,53.47222222222222,0.525180737394431
3,lstm,band_limited_noise,5.0,4,56.59722222222222,0.5584680793844721
3,lstm,band_limited_noise,0.0,4,47.56944444444444,0.4654131783834754
3,lstm,channel_dropout,0.1,4,44.79166666666667,0.4299400831499144
3,lstm,channel_dropout,0.3,4,33.33333333333333,0.27764179833482755
3,lstm,channel_dropout,0.5,4,27.430555555555557,0.17457886753188767
4,shallow_convnet,band_limited_noise,20.0,0,53.47222222222222,0.5333357262348025
4,shallow_convnet,band_limited_noise,10.0,0,50.34722222222222,0.49978993811292716
4,shallow_convnet,band_limited_noise,5.0,0,35.76388888888889,0.32445048108222285
4,shallow_convnet,band_limited_noise,0.0,0,26.73611111111111,0.18459430538082222
4,shallow_convnet,channel_dropout,0.1,0,44.79166666666667,0.4448846153846154
4,shallow_convnet,channel_dropout,0.3,0,39.58333333333333,0.37542032220693716
4,shallow_convnet,channel_dropout,0.5,0,36.11111111111111,0.34231828911570994
4,shallow_convnet,band_limited_noise,20.0,1,54.513888888888886,0.544558127433932
4,shallow_convnet,band_limited_noise,10.0,1,50.69444444444444,0.5044984112902982
4,shallow_convnet,band_limited_noise,5.0,1,37.15277777777778,0.32818781985448653
4,shallow_convnet,band_limited_noise,0.0,1,25.694444444444443,0.17478560827860756
4,shallow_convnet,channel_dropout,0.1,1,45.48611111111111,0.45250928838506743
4,shallow_convnet,channel_dropout,0.3,1,40.97222222222222,0.39899903031943085
4,shallow_convnet,channel_dropout,0.5,1,39.58333333333333,0.38133328262477395
4,shallow_convnet,band_limited_noise,20.0,2,56.94444444444444,0.5693197440439491
4,shallow_convnet,band_limited_noise,10.0,2,51.041666666666664,0.5050995275653458
4,shallow_convnet,band_limited_noise,5.0,2,36.11111111111111,0.32520887557236955
4,shallow_convnet,band_limited_noise,0.0,2,31.25,0.2128792057363486
4,shallow_convnet,channel_dropout,0.1,2,45.83333333333333,0.4566051174541741
4,shallow_convnet,channel_dropout,0.3,2,37.5,0.35607263377665715
4,shallow_convnet,channel_dropout,0.5,2,37.5,0.3490978691703813
4,shallow_convnet,band_limited_noise,20.0,3,54.861111111111114,0.5481558714841389
4,shallow_convnet,band_limited_noise,10.0,3,48.26388888888889,0.48006745126539874
4,shallow_convnet,band_limited_noise,5.0,3,38.54166666666667,0.34797618987215456
4,shallow_convnet,band_limited_noise,0.0,3,26.38888888888889,0.17487690119269067
4,shallow_convnet,channel_dropout,0.1,3,45.83333333333333,0.4564142625534525
4,shallow_convnet,channel_dropout,0.3,3,37.15277777777778,0.3526074183732343
4,shallow_convnet,channel_dropout,0.5,3,33.33333333333333,0.30471471007163237
4,shallow_convnet,band_limited_noise,20.0,4,54.861111111111114,0.5467822340018452
4,shallow_convnet,band_limited_noise,10.0,4,48.61111111111111,0.4787595884941017
4,shallow_convnet,band_limited_noise,5.0,4,36.45833333333333,0.3357800616567561
4,shallow_convnet,band_limited_noise,0.0,4,25.694444444444443,0.17566228417362528
4,shallow_convnet,channel_dropout,0.1,4,44.09722222222222,0.4374144668284641
4,shallow_convnet,channel_dropout,0.3,4,41.31944444444444,0.3988994884234423
4,shallow_convnet,channel_dropout,0.5,4,35.76388888888889,0.3197750917992656
4,riemann_tslr,band_limited_noise,20.0,0,48.61111111111111,0.43204508804698205
4,riemann_tslr,band_limited_noise,10.0,0,28.125,0.16061935140882508
4,riemann_tslr,band_limited_noise,5.0,0,25.0,0.1
4,riemann_tslr,band_limited_noise,0.0,0,25.0,0.1
4,riemann_tslr,channel_dropout,0.1,0,28.125,0.23391361400795363
4,riemann_tslr,channel_dropout,0.3,0,24.65277777777778,0.19407326216168969
4,riemann_tslr,channel_dropout,0.5,0,32.98611111111111,0.2654293081508271
4,riemann_tslr,band_limited_noise,20.0,1,46.52777777777778,0.41174237856892704
4,riemann_tslr,band_limited_noise,10.0,1,26.73611111111111,0.13748487699959672
4,riemann_tslr,band_limited_noise,5.0,1,25.0,0.1
4,riemann_tslr,band_limited_noise,0.0,1,25.0,0.1
4,riemann_tslr,channel_dropout,0.1,1,34.375,0.3101793810077341
4,riemann_tslr,channel_dropout,0.3,1,25.0,0.1996608774245811
4,riemann_tslr,channel_dropout,0.5,1,22.569444444444446,0.17855940850593258
4,riemann_tslr,band_limited_noise,20.0,2,48.26388888888889,0.4336094529307264
4,riemann_tslr,band_limited_noise,10.0,2,27.77777777777778,0.1565092946672691
4,riemann_tslr,band_limited_noise,5.0,2,25.0,0.1
4,riemann_tslr,band_limited_noise,0.0,2,25.0,0.1
4,riemann_tslr,channel_dropout,0.1,2,30.90277777777778,0.26587578680082224
4,riemann_tslr,channel_dropout,0.3,2,25.694444444444443,0.20913266256212104
4,riemann_tslr,channel_dropout,0.5,2,25.0,0.1914410267740246
4,riemann_tslr,band_limited_noise,20.0,3,48.26388888888889,0.42106465081925204
4,riemann_tslr,band_limited_noise,10.0,3,27.77777777777778,0.15164104694640632
4,riemann_tslr,band_limited_noise,5.0,3,25.0,0.1
4,riemann_tslr,band_limited_noise,0.0,3,25.0,0.1
4,riemann_tslr,channel_dropout,0.1,3,32.29166666666667,0.2892167107164931
4,riemann_tslr,channel_dropout,0.3,3,25.0,0.19346968527570535
4,riemann_tslr,channel_dropout,0.5,3,22.569444444444446,0.15975641025641027
4,riemann_tslr,band_limited_noise,20.0,4,46.875,0.41794585377671667
4,riemann_tslr,band_limited_noise,10.0,4,27.77777777777778,0.15063913470993118
4,riemann_tslr,band_limited_noise,5.0,4,25.0,0.1
4,riemann_tslr,band_limited_noise,0.0,4,25.0,0.1
4,riemann_tslr,channel_dropout,0.1,4,27.77777777777778,0.23616418366687988
4,riemann_tslr,channel_dropout,0.3,4,31.25,0.24683569654730433
4,riemann_tslr,channel_dropout,0.5,4,23.26388888888889,0.17500111004815594
4,eegnet,band_limited_noise,20.0,0,40.27777777777778,0.38240095462635504
4,eegnet,band_limited_noise,10.0,0,35.06944444444444,0.330243734031375
4,eegnet,band_limited_noise,5.0,0,26.38888888888889,0.15958113932279752
4,eegnet,band_limited_noise,0.0,0,25.34722222222222,0.10750700280112045
4,eegnet,channel_dropout,0.1,0,37.84722222222222,0.3647597476902126
4,eegnet,channel_dropout,0.3,0,32.63888888888889,0.30533638050491124
4,eegnet,channel_dropout,0.5,0,32.29166666666667,0.28009620826259196
4,eegnet,band_limited_noise,20.0,1,39.93055555555556,0.3849388100855348
4,eegnet,band_limited_noise,10.0,1,33.33333333333333,0.3050190266408455
4,eegnet,band_limited_noise,5.0,1,27.430555555555557,0.17026351191292255
4,eegnet,band_limited_noise,0.0,1,24.65277777777778,0.10056657223796034
4,eegnet,channel_dropout,0.1,1,39.93055555555556,0.3827189954612784
4,eegnet,channel_dropout,0.3,1,29.166666666666668,0.27658036187447954
4,eegnet,channel_dropout,0.5,1,31.59722222222222,0.2752890814076197
4,eegnet,band_limited_noise,20.0,2,43.05555555555556,0.41583035346870434
4,eegnet,band_limited_noise,10.0,2,32.98611111111111,0.3034422575245111
4,eegnet,band_limited_noise,5.0,2,25.694444444444443,0.14396950781092188
4,eegnet,band_limited_noise,0.0,2,25.0,0.10084033613445378
4,eegnet,channel_dropout,0.1,2,34.375,0.323938225807344
4,eegnet,channel_dropout,0.3,2,34.375,0.32711397245156726
4,eegnet,channel_dropout,0.5,2,32.29166666666667,0.2888692115964843
4,eegnet,band_limited_noise,20.0,3,39.93055555555556,0.38373822364259796
4,eegnet,band_limited_noise,10.0,3,33.68055555555556,0.3069318272422285
4,eegnet,band_limited_noise,5.0,3,26.041666666666668,0.1551122975137998
4,eegnet,band_limited_noise,0.0,3,24.305555555555554,0.09803921568627451
4,eegnet,channel_dropout,0.1,3,38.54166666666667,0.3721663347996948
4,eegnet,channel_dropout,0.3,3,35.06944444444444,0.32557217363251845
4,eegnet,channel_dropout,0.5,3,32.98611111111111,0.2954101938940714
4,eegnet,band_limited_noise,20.0,4,39.58333333333333,0.37839347810352997
4,eegnet,band_limited_noise,10.0,4,31.944444444444443,0.29262609228283115
4,eegnet,band_limited_noise,5.0,4,26.73611111111111,0.15758547008547008
4,eegnet,band_limited_noise,0.0,4,24.65277777777778,0.10588793922127256
4,eegnet,channel_dropout,0.1,4,37.84722222222222,0.3645963387834704
4,eegnet,channel_dropout,0.3,4,31.25,0.2873688034069513
4,eegnet,channel_dropout,0.5,4,31.944444444444443,0.2786349822240911
4,cfc,band_limited_noise,20.0,0,43.75,0.401367237413749
4,cfc,band_limited_noise,10.0,0,38.88888888888889,0.3383510966428088
4,cfc,band_limited_noise,5.0,0,34.375,0.23514296586214395
4,cfc,band_limited_noise,0.0,0,26.38888888888889,0.12743938497930218
4,cfc,channel_dropout,0.1,0,38.19444444444444,0.3517576494373553
4,cfc,channel_dropout,0.3,0,29.86111111111111,0.2800836377964037
4,cfc,channel_dropout,0.5,0,29.166666666666668,0.2541665082246221
4,cfc,band_limited_noise,20.0,1,42.70833333333333,0.38838700803243553
4,cfc,band_limited_noise,10.0,1,38.88888888888889,0.31985308087516845
4,cfc,band_limited_noise,5.0,1,35.41666666666667,0.24271864067966017
4,cfc,band_limited_noise,0.0,1,25.34722222222222,0.10712786660052658
4,cfc,channel_dropout,0.1,1,38.54166666666667,0.35022018522905574
4,cfc,channel_dropout,0.3,1,33.33333333333333,0.29758121437716534
4,cfc,channel_dropout,0.5,1,33.68055555555556,0.31304940909107615
4,cfc,band_limited_noise,20.0,2,44.44444444444444,0.39656041374385287
4,cfc,band_limited_noise,10.0,2,37.84722222222222,0.30496456351798823
4,cfc,band_limited_noise,5.0,2,35.41666666666667,0.2382335148215366
4,cfc,band_limited_noise,0.0,2,25.34722222222222,0.10770254287403902
4,cfc,channel_dropout,0.1,2,35.76388888888889,0.3218001209676961
